"id_projeto_pesquisa";"codigo_projeto";"titulo";"palavras_chave";"id_projeto";"ano";"data_inicio";"data_fim";"situacao";"tipo_projeto";"categoria_projeto";"id_unidade";"unidade";"id_coordenador";"coordenador";"edital";"id_grupo_pesquisa";"grupo_pesquisa";"linha_pesquisa";"area_conhecimento_cnpq";"objetivos_desenvolvimento_sustentavel"
"134094250";"PIA16104-2019";"Cascading consequences of hunting and fishing for ecosystem services in Amazonian forest ";"Pesca; Rio Juruá; conhecimento ecológico local; manejo";"91822552";"2019";"2019/03/01 00:00:00.000";"2023/03/01 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"8366";"DEPARTAMENTO DE ECOLOGIA";"";"";"";"";"";"Ecologia Humana";"Ecologia de Ecossistemas";""
"134475410";"PIA16120-2019";"SAÚDE DO HIDROCORAL Millepora alcicornis: EFEITOS COMBINADOS DA COMPETIÇÃO E DO AUMENTO DA TEMPERATURA";"branqueamento de corais, mudanças globais, ambientes recifais";"91823495";"2019";"2019/02/18 00:00:00.000";"2021/02/19 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"";"";"";"";"";"Ecologia Marinha";"Ecologia de Ecossistemas";""
"133516110";"PIB16080-2019";"Desenvolvimento de aditivos químicos e sistemas microemulsinados para aplicação em processos de cimentação de poços petrolíferos";"Cimentação, poços de petróleo, aditivos, microemulsão";"91822266";"2019";"2019/02/25 00:00:00.000";"2021/02/25 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Inovação";"6025";"INSTITUTO DE QUÍMICA";"";"";"";"";"";"Gênero, ciência e tecnologia";"Polímeros e Colóides";""
"133419744";"PIC16062-2019";"Ethos e pathos na formação da sensibilidade intercultural do aprendente de PLE: a imagem do Brasil na adaptação do estrangeiro";"Ethos; Pathos; PLE; adaptação; estrangeiro";"91822191";"2019";"2019/02/04 00:00:00.000";"2021/02/04 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";"Ensino-aprendizagem de Línguas Estrangeiras";"Lingüística Aplicada";"Saúde e Bem-Estar"
"134916342";"PID16133-2019";"INFLUÊNCIA DA NEUROMODULAÇÃO NA DINÂMICA UTERINA E BATIMENTOS CARDIO FETAIS DURANTE A FASE ATIVA DO TRABALHO DE PARTO";"Neuromodulação, trabalho de parto, Dinâmica uterina";"91823799";"2019";"2019/06/01 00:00:00.000";"2020/05/31 00:00:00.000";"EM EXECUÇÃO";"INTERNO";"Pesquisa Científica";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"85541463";"GRUPO DE PESQUISA EM SAÚDE FEMININA";"Grupo de Estudo em Saúde da Mulher";"Educação Física";""
"135071274";"PID16149-2019";"Repercussões clínicas da prematuridade e do muito baixo peso ao nascer nos primeiros 12 meses de idade corrigida.";"recém-nascido prematuro, recém-nascido de muito baixo peso, morbimortalidade, transtornos do neurodesenvolvimento";"91823987";"2019";"2019/06/01 00:00:00.000";"2020/07/31 00:00:00.000";"FINALIZADO";"INTERNO";"Pesquisa Científica";"193";"DEPARTAMENTO DE PEDIATRIA";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"";"";"saúde da criança;neonatologia;reanimação neonatal;seguimento do muito baixo peso";"Saúde Materno-Infantil";""
"132017493";"PIG16005-2019";"Desenvolvimento e Caracterização de Sistemas Nano e Microemulsionados para Aplicação como Método de Recuperação Avançada em Campos Maduros de Óleo Pesado da Bacia Potiguar";"Óleos Pesados; Recuperação Avançada; Sistemas Microemulsionados";"91820918";"2019";"2019/01/01 00:00:00.000";"2021/12/31 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"5075";"DEPARTAMENTO DE ENGENHARIA DE PETROLEO";"";"";"";"132022391";"Energias Renováveis aplicadas à Indústria do Petróleo";"Recuperação Avançada de Petróleo";"Petróleo e Petroquímica";""
"133096449";"PIG16043-2019";"Projeto de Infraestrutura para Fomento a Estudos em Acidificação Matricial em Cenários Reais de Operação";"dano à formação; acidificação de matriz; controle de poço; pré-sal";"91821706";"2019";"2019/03/01 00:00:00.000";"2020/02/29 00:00:00.000";"FINALIZADO";"EXTERNO";"Desenvolvimento Científico e Tecnológico";"5075";"DEPARTAMENTO DE ENGENHARIA DE PETROLEO";"";"";"";"";"";"Engenharia de Petróleo";"Petróleo e Petroquímica";""
"134834113";"PIG16130-2019";"Análise da Estabilidade de Sistemas Lineares Utilizando Técnicas de Geometria Algébrica ";"Estabilidae de Sistemas, Geometria Algébrica, BAses de Grobner, Resultantes";"91823743";"2019";"2019/06/01 00:00:00.000";"2020/05/31 00:00:00.000";"EM EXECUÇÃO";"INTERNO";"Pesquisa Científica";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"";"";"Controle e Automação";"Automação Eletrônica de Processos Elétricos e Industriais";""
"134713793";"PIG16131-2019";"Proposta de Um Sistema Didático para Controle de Nível de Água de Três Reservatórios Interconectados";"Controle de Nível, Estimação de Estados, Sistema de Supervisão";"91823663";"2019";"2019/06/01 00:00:00.000";"2020/05/31 00:00:00.000";"EM EXECUÇÃO";"INTERNO";"Pesquisa Científica";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"";"";"Controle e Automação";"Controle de Processos Eletrônicos, Retroalimentação";""
"135002828";"PIJ16135-2019";"LOGOCOSMICS: LOgica, joGOs e Cálculos de prOcessos para Sistemas ModaIs  ConcorrenteS";"Lógica, concorrência, métodos formais";"91823888";"2019";"2019/03/01 00:00:00.000";"2022/09/01 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"";"";"";"";"";"Lógica e Teoria de Concorrência";"Lógicas e Semântica de Programas";"Saúde e Bem-Estar"
"135002896";"PIJ16136-2019";"Sistemas concorrentes: semântica, provas e modelos declarativos";"Lógica, concorrência";"91823890";"2019";"2019/01/01 00:00:00.000";"2021/12/31 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"";"";"";"";"";"Lógica e Sistemas Concorrentes ";"Lógicas e Semântica de Programas";""
"133675085";"PIO16082-2019";"Causalidade no mundo quântico: controlando os efeitos quânticos em problemas de inferência causal";"Informação quântica, causalidade, emaranhamento";"91822303";"2019";"2019/01/02 00:00:00.000";"2021/05/31 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"";"";"";"";"";"Teoria de Cordas, Informação Quântica, Astrofísica e Física da Matéria Condensada";"Física Clássica e Física Quântica; Mecânica e Campos";""
"133806674";"PIP16090-2019";"Investigation on the origin of the morphological pattern generated in zika virus-derived brain malformations";"microcefalia, epilepsia, nervo olfatório, elação materno-fetal ";"91822390";"2019";"2019/01/01 00:00:00.000";"2027/12/30 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"6026";"INSTITUTO DO CÉREBRO";"";"";"";"";"";"Vírus zika e desenvolvimento do sistema nervoso";"Biologia Geral";"Fome Zero e Agricultura Sustentável"
"134779605";"PIP16152-2019";"Análise quantitativa de discursos orais de pacientes para diagnóstico psiquiátrico";"Psicose, diagnóstico, esquizofrenia, transtorno bipolar, grafo";"91823705";"2019";"2019/03/01 00:00:00.000";"2023/03/01 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Desenvolvimento Científico e Tecnológico";"6026";"INSTITUTO DO CÉREBRO";"";"";"";"";"";"Psiquiatria Computacional";"Medicina";""
"134456705";"PIT16240-2019";"Fomento, apoio e desenvolvimento de atividades relacionadas à pesquisa, à tecnologia, ao empreendedorismo e à inovação no Parque Tecnológico Metrópole Digital e na Incubadora Inova Metrópole";"empreendedorismo; inovação; Parque Tecnológico; Incubadora de empresas";"91823485";"2019";"2019/04/01 00:00:00.000";"2021/04/01 00:00:00.000";"FINALIZADO";"EXTERNO";"Desenvolvimento Científico e Tecnológico";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";"Empreendedorismo, Ciência e Inovação Tecnológica ";"Divulgação Científica";""
"134370402";"PIV16116-2019";"EDUCAÇÃO INTERPROFISSIONAL NO DESENVOLVIMENTO DAS COMPETÊNCIAS COLABORATIVA NA FORMAÇÃO EM SAÚDE NO BRASIL";"Educação interprofissional; Competências colaborativas; Formação em saúde";"91823410";"2019";"2019/03/01 00:00:00.000";"2022/03/01 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"7278";"ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE";"";"";"";"";"";"Educação interprofissional na formação em saúde";"Saúde Pública";""
"133746051";"PVA16085-2019";"O epidídimo como alvo dos efeitos anti-fertilidade de fármacos antidepressivos, analgésicos não-opioides e
anti-inflamatórios não-esteroides";"Fármacos antidepressivos, analgésicos e AINEs; parâmetros espermáticos; contração do epididímo; fertilidade";"91822335";"2019";"2019/02/01 00:00:00.000";"2022/02/17 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"184";"DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA";"";"";"";"103806693";"Neurofarmacologia";"Efeitos colaterais de fármacos antidepressivos no aparelho reprodutor masculino";"Farmacologia Bioquímica e Molecular";""
"134086444";"PVA16103-2019";"Diversidade de espécies e teia trófica em ecossistemas aquáticas continentais frente às mudanças climáticas: comparando regiões geográficas distintas";"mudanças climáticas; plâncton; teia trófica planctônica; série temporal";"91822541";"2019";"2019/02/18 00:00:00.000";"2027/08/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"";"";"";"911024";"Ecologia e Microbiologia de Ecossistemas aquáticos";"Ecologia Aquática Microbiana";"Ecologia de Ecossistemas";"Igualdade de Gênero; Consumo e Produção Responsáveis; Ação Contra a Mudança Global do Clima; Vida na Água"
"134095897";"PVA16123-2019";"ESTRUTURA DE MODELAGEM DE EPIDEMIAS PARA DOENÇAS COMPLEXAS COM MÚLTIPLAS ESPÉCIES ANIMAIS AFETADAS";"modelagem, leishmaniose, epidemias";"91822553";"2019";"2019/02/01 00:00:00.000";"2023/07/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"182";"DEPARTAMENTO DE BIOQUÍMICA";"";"";"";"8";"Biologia e Imunologia de Doenças Infecciosas e Tropicais";"Determinantes genéticos e ambientais das leishmanioses sintomática e assintomática";"Saúde Pública";"Fome Zero e Agricultura Sustentável"
"135056968";"PVA16137-2019";"INFLUÊNCIA DA TERAPIA MANUAL SOBRE OS NÍVEIS DE CORTISOL, INTENSIDADE DE DOR, QUALIDADE DO SONO E DE VIDA E ASPECTOS PSICOLÓGICOS EM PACIENTES PORTADORES DA DISFUNÇÃO TEMPOROMANDIBULAR. ENSAIO CLÍNICO";"Disfunção temporomandibular; terapia manual; cortisol salivar";"91823938";"2019";"2019/03/13 00:00:00.000";"2020/08/13 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"911023";"PESQUISAS EM FARMACOLOGIA";"Farmacologia Clínica;Farmacocinética;Biodisponibilidade;Anti-convulsivante";"Fisioterapia e Terapia Ocupacional";"Fome Zero e Agricultura Sustentável"
"135086329";"PVA16139-2019";"Biorremediação de solo contaminado com óleos de equipamentos elétricos e análise digital dos compostos orgânicos tóxicos por amplificação de fluorescência";"biorremediação; metagenomica; sensores químicos; toxicidade ambiental";"91824066";"2019";"2019/05/01 00:00:00.000";"2022/04/30 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"179";"DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA";"";"";"";"135692205";"Biologia molecular e genômica";"Ômicas na saúde e meio ambiente";"Genética Molecular e de Microorganismos";""
"135125317";"PVA16143-2019";"Genética Potiguar";"genética humana, doenças raras";"91824117";"2019";"2019/03/18 00:00:00.000";"2021/03/31 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"179";"DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA";"";"";"";"117343073";"Oncologia Molecular";"Aconselhamento genético em oncologia";"Genética Humana e Médica";""
"132081090";"PVB16013-2019";"Modelo Digital 3D da Gruta Cristal I, Morro do Chapéu-Bahia (CristalDOM)";"Modelo digital 3D; Carbonatos; Reservatorios";"91820997";"2019";"2019/01/07 00:00:00.000";"2022/01/07 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"123";"DEPARTAMENTO DE GEOLOGIA";"";"";"";"103337635";"SISTEMAS PETROLÍFEROS";"Estudos Geológicos das Bacias Sedimentares";"Estratigrafia";""
"132443856";"PVB16078-2019";"Inversão multiparamétrica para caracterização de reservatórios usando técnicas de Física Estatística";"Caracterização de reservatórios, Física Estatística, Inversão multiparamétrica, predição estocástica, desenvolvimento de algoritmos";"91821386";"2019";"2019/03/01 00:00:00.000";"2022/02/28 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"4069";"COORDENAÇÃO DO CURSO DE FÍSICA - A DISTÂNCIA";"";"";"";"118821148";"Física Aplicada ao Petroleo";"sistemas complexos";"Física Estatística e Termodinâmica";""
"133330288";"PVB16081-2019";"Modelo Digital 3D da Furna Feia, Bacia Potiguar (FurnaDOM)";"modelagem virtual 3D, afloramento análogo , carbonato carstificado";"91821926";"2019";"2019/12/31 00:00:00.000";"2026/12/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"123";"DEPARTAMENTO DE GEOLOGIA";"";"";"";"103337635";"SISTEMAS PETROLÍFEROS";"IMAGEAMENTO E MODELAGEM DE AFLORAMENTOS ANÁLOGOS A RESERVATÓRIOS PETROLÍFEROS";"Geologia Regional";"Saúde e Bem-Estar; Trabalho Decente e Crescimento Econômico"
"134125105";"PVB16106-2019";"PROof search for Substructural and modAl logics (PROSA)";"teoria da prova; cálculo de sequentes; sistemas aninhados;  sistemas rotulados; lógicas modais;  lógica linear; lógica ecumênica; arcabouços lógicos";"91822574";"2019";"2019/01/01 00:00:00.000";"2021/12/31 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"120";"DEPARTAMENTO DE MATEMÁTICA";"";"";"";"87";"Computability, Approximate Reasoning, Ordered structures and Logics";"Teoria da Prova";"Lógica Matemática";""
"134911520";"PVB16147-2019";"IMAGEAMENTO 4D PASSIVO OFFSHORE UTILIZANDO INTERFEROMETRIA SI&#769;SMICA";"imageamento, interferometria, sísmica passiva";"91823789";"2019";"2019/07/01 00:00:00.000";"2022/06/30 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"4894";"DEPARTAMENTO DE GEOFÍSICA";"";"";"";"97193555";"Sismologia";"Interferometria Sísmica";"Sismologia";""
"133754303";"PVC16102-2019";"Habitação social no Rio Grande do Norte: do Banco Nacional de Habitação ao Programa Minha Casa Minha Vida";"Política Habitacional; Banco Nacional da Habitação; Programa Minha Casa Minha Vida; Rio Grande do Norte";"91822338";"2019";"2022/02/19 00:00:00.000";"2028/08/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"108714969";"ESTÚDIO CONCEITO - arquitetura, urbanismo, planejamento urbano e estudos urbanos";"Cidades contemporâneas, arquitetura e as políticas públicas";"Estudos da Habitação";"Redução das Desigualdades"
"134242098";"PVC16109-2019";"O debate na aula de língua inglesa como meio para desenvolver a oralidade";"alunos-professores, pesquisa-ação, ensino de língua inglesa, debate";"91822719";"2019";"2019/08/01 00:00:00.000";"2022/08/31 00:00:00.000";"RENOVADO";"INTERNO";"Pesquisa Científica";"5206";"DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS";"";"";"";"95385020";"Grupo de Pesquisa em Estudos Irlandeses";"Ensino-aprendizagem de línguas estrangeiras";"Lingüística Aplicada";"Saúde e Bem-Estar"
"134447617";"PVC16117-2019";"Geografias de Cinema: Paisagem, Lugar, Heterotopia no Cinema Brasileiro Contemporâneo";"Geografia Cultural, Cinema Brasileiro, Paisagem, Lugar";"91823476";"2019";"2019/03/01 00:00:00.000";"2022/12/01 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"139";"DEPARTAMENTO DE ARTES";"";"";"";"145";"LINGUAGENS DA CENA: IMAGEM, CULTURA E REPRESENTAÇÃO";"Representacao e percepcao do espaco;cinema;urbanismo;geografia cultural";"Administração e Produção de Filmes";"Saúde e Bem-Estar"
"134449546";"PVC16118-2019";"As relações entre Estado e movimentos sociais pós 2016 nos campos da juventude e raça: repertórios, narrativas e processos políticos.";"movimentos sociais, repertórios, processos políticos, narrativas";"91823480";"2019";"2019/08/01 00:00:00.000";"2021/07/31 00:00:00.000";"RENOVADO";"INTERNO";"Pesquisa Científica";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"61";"ESTADO E POLÍTICAS PÚBLICAS";"Democracia, Participação e Cidadania";"Outras Sociologias Específicas";"Indústria, Inovação e Infraestrutura; Redução das Desigualdades; Vida Terrestre"
"134617861";"PVC16125-2019";"ESTUDOS NARRATIVOS E ARTE SEQUENCIAL II";"narratividade; arte sequencial, semiótica";"91823599";"2019";"2019/06/01 00:00:00.000";"2020/07/31 00:00:00.000";"FINALIZADO";"INTERNO";"Pesquisa Científica";"140";"DEPARTAMENTO DE COMUNICAÇÃO SOCIAL";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"146";"GEMINI - Grupo de Estudos de Mídia - Análises e Pesquisas em Cultura, Processos e Produtos Midiáticos";"ESTUDOS NARRATIVOS E ARTE SEQUENCIAL";"Teoria da Comunicação";""
"134656371";"PVC16127-2019";"Falares Quilombolas: descrição e análise das construções entoacionais de comunidades quilombolas do Rio Grande do Norte";"entoação; fonética; descrição liguística; cognição; quilombola";"91823620";"2019";"2019/03/20 00:00:00.000";"2020/03/20 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"14227390";"Cognição e Práticas Discursivas";"DISCURSO, COGNIÇÃO E INTERAÇÃO";"Teoria e Análise Lingüística";""
"134671154";"PVC16128-2019";"Juventude rural e poder: uma análise das relações de poder no Mato Grande";"juventude rural, poder , politica";"91823632";"2019";"2019/02/19 00:00:00.000";"2020/02/19 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"95385089";"Laboratório de Estudos Rurais";"Atores sociais e participação no meio rural";"Outras Sociologias Específicas";""
"133990864";"PVD16105-2019";"DESENVOLVIMENTO DE FITOINGREDIENTES COM ATIVIDADES CONSERVANTE/ANTIMICROBIANA PARA INDÚSTRIA COSMÉTICA A PARTIR DE FONTES VEGETAIS.";"Agave sisalana; antimicrobiano, conservante; cosméticos, Prosopis juliflora";"91822505";"2019";"2019/03/01 00:00:00.000";"2023/02/28 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Desenvolvimento Científico e Tecnológico";"196";"DEPARTAMENTO DE FARMACIA";"";"";"";"70";"DESENVOLVIMENTO DE MEDICAMENTOS";"Pesquisa e Desenvolvimento de Sistemas Dispersos";"Farmacotécnica e tecnologia farmacêutica";"Fome Zero e Agricultura Sustentável"
"134253261";"PVD16108-2019";"Efeito da Dieta Cardioprotetora Brasileira e nozes sobre parâmetros cardiometabólicos no pós-infarto agudo do miocárdio: um ensaio clínico randomizado (estudo DICA-NUTS)";"Doença Arterial Coronariana; Infarto do Miocárdio; Dieta restrita em gordura; Nozes.";"91822747";"2019";"2019/01/24 00:00:00.000";"2020/07/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"203";"DEPARTAMENTO DE NUTRIÇÃO";"";"";"";"90691640";"Grupo de Estudos em Metabolismo, Exercício e Nutrição";"Estudos relacionados à nutrição e ao estado nutricional";"Bioquímica da Nutrição";""
"134905425";"PVD16132-2019";"LIPODISTROFIA CONGÊNITA PARCIAL: ESTÃO OS PACIENTES SENDO TRATADOS COMO DIABÉTICOS TIPO 2?";"diabetes mellitus, lipodistrofia congênita parcial, síndrome metabólica, hipertrigliceridemia";"91823783";"2019";"2019/03/01 00:00:00.000";"2022/03/01 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"191";"DEPARTAMENTO DE MEDICINA CLÍNICA";"";"";"";"134904805";"Grupo de Estudos em Lipodistrofias (GEL)";"Diagnóstico das lipodistrofias.";"Endocrinologia";"Fome Zero e Agricultura Sustentável"
"135096147";"PVD16140-2019";"EMPREGO DE MODELO DE CUSTO EFETIVIDADE PARA REVERSORES DE BLOQUEADORES NEUROMUSCULARES EM UM HOSPITAL UNIVERSITÁRIO
";"Farmacoeconomia, Bloqueadores neuromusculares, Cirurgia";"91824093";"2019";"2019/06/01 00:00:00.000";"2020/07/31 00:00:00.000";"FINALIZADO";"INTERNO";"Pesquisa Científica";"196";"DEPARTAMENTO DE FARMACIA";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"102831374";"Grupo de Estudos em Práticas Farmacêuticas";"Assistência Farmacêutica";"Garantia e controle de qualidade farmacêuticos";""
"135103864";"PVD16141-2019";"ASSOCIAÇÃO ENTRE NÍVEL DE ATIVIDADE FÍSICA E COMPORTAMENTO SEDENTÁRIO COM DESFECHOS DE SAÚDE MATERNO-FETAL NO DIABETES MELLITUS GESTACIONAL
";"Diabetes gestacional, atividade física, exercício, gravidez, hiperglicemia.";"91824098";"2019";"2019/06/01 00:00:00.000";"2021/07/31 00:00:00.000";"RENOVADO";"INTERNO";"Pesquisa Científica";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"(2019) [MEJC/UFRN/Ebserh] EDITAL N° 01/2019 - EDITAL DE BOLSAS DE PESQUISA DA MEJC/UFRN/Ebserh";"92990114";"Exercício Clínico e Envelhecimento (ExCE)";"Avaliação e Prescrição da Atividade Física e Saúde";"Educação Física";"Fome Zero e Agricultura Sustentável"
"134381460";"PVD16172-2019";"PERFIL DE METALÔMICA E METABOLÔMICA EM PACIENTES COM PRÉ-DIABETES E DIABETES MELLITUS TIPO 2.";"diabetes mellitus, metais, metabolômica.";"91823422";"2019";"2019/02/04 00:00:00.000";"2027/08/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"203";"DEPARTAMENTO DE NUTRIÇÃO";"";"";"";"156679641";"Micronutrientes, Genômica Nutricional e Saúde";"Elementos essenciais e tóxicos";"Bioquímica da Nutrição";"Fome Zero e Agricultura Sustentável"
"134904065";"PVD16185-2019";"Avaliação da associação da vitamina D com o desenvolvimento da pré-eclâmpsia e de proteínas dos exossomos urinários como marcadores da doença";"pré-eclâmpsia; receptor de vitamina D; exossomos urinários; biomarcadores";"91823782";"2019";"2019/02/18 00:00:00.000";"2022/02/17 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"71";"BIOANÁLISES";"Doenças metabólicas e autoimunes";"Avaliação e analises toxicológicas";""
"135076271";"PVD16659-2019";"BIOMARCADORES DA TRANSIÇÃO EPITÉLIO-MESENQUIMAL EM CARCINOMA EPIDERMOIDE DE LÍNGUA ORAL: ESTUDO IMUNOISTOQUÍMICO E IN VITRO";"CARCINOMA EPIDERMOIDE DE LÍNGUA ORAL. CÂNCER DE BOCA, TRANSIÇÃO EPITÉLIO-MESENQUIMAL, BIOMARCADORES";"91824010";"2019";"2019/03/01 00:00:00.000";"2022/08/31 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"11354";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS ODONTOLÓGICAS";"";"";"";"67";"BASE DE PESQUISA EM PATOLOGIA ORAL";"Estudos clínicos, morfológicos e moleculares das patologias do complexo bucomaxilofacial";"Clínica Odontológica";"Fome Zero e Agricultura Sustentável"
"134345890";"PVE16115-2019";"Práticas de Gestão nas Organizações Públicas";"Gestão, de Projetos, Gestão de Processos, Planejamento Estratégico";"91823322";"2019";"2019/02/01 00:00:00.000";"2019/12/31 00:00:00.000";"FINALIZADO";"EXTERNO";"Pesquisa Científica";"11612";"DEPARTAMENTO DE ADMINISTRAÇÃO PUBLICA E GESTÃO SOCIAL";"";"";"";"120147618";"Estudos Organizacionais em Gestão de Projetos";"Processos e áreas de conhecimento em gestão de projetos";"Organizações Públicas";""
"134636224";"PVE16126-2019";"Conhecimento e poder nos discursos em organização e comunicação do conhecimento: um mapeamento desde a Ciência da Informação";"organização do conhecimento, comunicação do conhecimento, relações de poder, conhecimento, ética";"91823609";"2019";"2019/03/04 00:00:00.000";"2021/03/09 00:00:00.000";"RENOVADO";"EXTERNO";"Pesquisa Científica";"63";"DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO";"";"";"";"5242392";"INFORMAÇÃO NA SOCIEDADE CONTEMPORÂNEA";"Organização e Tratamento da Informação; Comunicação Científica e Estudos Métricos";"Processos da Comunicação";"Saúde e Bem-Estar; Indústria, Inovação e Infraestrutura; Vida Terrestre"
"134316780";"PVE16145-2019";"ANÁLISE E AVALIAÇÃO DOS FUNDAMENTOS DA FOLHA DE PAGAMENTO SOBRE A GESTÃO FISCAL E FINANCEIRA DAS UNIDADES DO GOVERNO DO ESTADO DO RIO GRANDE DO NORTE";"GESTÃO FISCAL, FOLHA DE PAGAMENTO, EFICIÊNCIA PÚBLICA";"91823056";"2019";"2019/03/01 00:00:00.000";"2020/08/01 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"92122954";"GRUPO DE PESQUISA EM EDUCAÇÃO, AUDITORIA E PERÍCIA CONTÁBIL";"AUDITORIA E PERICIA";"Contabilidade e Finanças Públicas";""
"135087401";"PVF16138-2019";"A produção intelectual e a consolidação de revistas científicas";"Produção científica, revistas científicas, Digital Object Identifier System";"91824072";"2019";"2019/04/02 00:00:00.000";"2021/04/02 00:00:00.000";"EM EXECUÇÃO";"EXTERNO";"Pesquisa Científica";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"91849162";"Método do Caso";"Casos Para Ensino";"Divulgação Científica";""
