id_curso;curso;id_unidade;unidade
111635035;CIÊNCIAS BIOLÓGICAS;440;CENTRO DE BIOCIÊNCIAS
2000012;CIÊNCIAS CONTÁBEIS;1482;CENTRO DE  ENSINO SUPERIOR DO SERIDÓ
2000011;CIÊNCIAS CONTÁBEIS;443;CENTRO DE CIÊNCIAS SOCIAIS APLICADAS
2000014;CIÊNCIAS ECONÔMICAS;443;CENTRO DE CIÊNCIAS SOCIAIS APLICADAS
10320810;CIÊNCIAS E TECNOLOGIA;4885;ESCOLA DE CIÊNCIAS E TECNOLOGIA
2000015;CIÊNCIAS SOCIAIS;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
111635038;CIÊNCIAS SOCIAIS;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
102191189;CIÊNCIAS SOCIAIS;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
2163123;CLINICA MEDICA;5285;COREME - CLÍNICA MÉDICA
136155633;COMUNICAÇÃO E EDUCAÇÃO;140;DEPARTAMENTO DE COMUNICAÇÃO SOCIAL
51497566;COMUNICAÇÃO E EDUCAÇÃO;140;DEPARTAMENTO DE COMUNICAÇÃO SOCIAL
2000016;COMUNICAÇÃO SOCIAL;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
119512361;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
118834827;COMUNICAÇÃO SOCIAL- PUBLICIDADE E PROPAGANDA;442;CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES
141014211;CONTABILIDADE E GESTÃO EMPRESARIAL;163;DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC
6633740;CURSO DE APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA;193;DEPARTAMENTO DE PEDIATRIA
51003665;CURSO DE APERFEIÇOAMENTO EM ENDOCRINOLOGIA PEDIÁTRICA;193;DEPARTAMENTO DE PEDIATRIA
115828700;CURSO DE APERFEIÇOAMENTO SOBRE GESTÃO DA POLÍTICA EM DST, AIDS, HEPATITES VIRAIS;409;NÚCLEO DE ESTUDOS EM SAÚDE COLETIVA
87094038;CURSO DE CONVERSAÇÃO EM LÍNGUA ALEMÃ;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
133458885;CURSO DE CONVERSAÇÃO EM LÍNGUA BRASILEIRA DE SINAIS;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
87093989;CURSO DE CONVERSAÇÃO EM LÍNGUA ESPANHOLA;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86980267;CURSO DE CONVERSAÇÃO EM LÍNGUA FRANCESA;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
87093970;CURSO DE CONVERSAÇÃO EM LÍNGUA INGLESA;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86981390;Curso de Conversação em Língua Japonesa;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
87093990;CURSO DE CONVERSAÇÃO EM LÍNGUA PORTUGUESA PARA ESTRANGEIROS;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
175787885;CURSO DE ESPECIALIZAÇÃO DE GESTÃO EM SAÚDE MODALIDADE A DISTÂNCIA;205;ESCOLA DE SAÚDE
4711440;CURSO DE  ESPECIALIZAÇÃO EM ADMINISTRAÇÃO PÚBLICA;3202;FUNPEC/PPGAD
3161570;CURSO DE ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS;117;DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS
2527490;CURSO DE ESPECIALIZAÇÃO EM AUDITORIA E CONTROLE INTERNO;443;CENTRO DE CIÊNCIAS SOCIAIS APLICADAS
1080250;CURSO DE ESPECIALIZAÇÃO EM AUDITORIA E PERÍCIA;2856;CERES - SECRETARIA DO DCEA
3179270;CURSO DE ESPECIALIZAÇÃO EM CIÊNCIAS MORFOLÓGICAS - INTERDISCIPLINARIDADE NO ENSI;177;DEPARTAMENTO DE MORFOLOGIA
8234990;CURSO DE ESPECIALIZAÇÃO EM CONTROLADORIA PARA GESTÃO PÚBLICA E TERCEIRO SETOR;163;DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC
1085930;CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSUAL CIVIL;404;PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
162847957;CURSO DE ESPECIALIZAÇÃO EM DIREITO DA INCLUSÃO E COMBATE À DISCRIMINAÇÃO;9750;DEPARTAMENTO DE DIREITO PROCESSUAL E PROPEDÊUTICA - DEPRO
6165401;CURSO DE ESPECIALIZAÇÃO EM EDUCAÇÃO E SUSTENTABILIDADE AMBIENTAL;159;DEPARTAMENTO DE EDUCAÇÃO
7008210;CURSO DE ESPECIALIZAÇÃO EM EDUCAÇÃO E SUSTENTABILIDADE AMBIENTAL;159;DEPARTAMENTO DE EDUCAÇÃO
7612820;Curso de Especialização em Elaboração e Avaliação de Projetos Turísticos;4652;PÓS-GRADUAÇÃO EM TURISMO
1308470;CURSO DE ESPECIALIZAÇÃO EM ENDODONTIA;195;DEPARTAMENTO DE ODONTOLOGIA
124758134;CURSO DE ESPECIALIZAÇÃO EM ENFERMAGEM OBSTÉTRICA III - REDE CEGONHA;205;ESCOLA DE SAÚDE
124522223;CURSO DE ESPECIALIZAÇÃO EM ENFERMAGEM OBSTÉTRICA - REDE CEGONHA III;205;ESCOLA DE SAÚDE
7634140;CURSO DE ESPECIALIZAÇÃO EM ENSINO DE EDUCAÇÃO FÍSICA;199;DEPARTAMENTO DE EDUCAÇÃO FÍSICA
906290;CURSO DE ESPECIALIZAÇÃO EM EPIDEMIOLOGIA PARA SERVIÇOS HOSPITALARES;1609;NESC - NÚCLEO DE ESTUDOS EM SAÚDE COLETIVA (ADM. CENTRAL)
5622610;CURSO DE ESPECIALIZAÇÃO EM FINANÇAS E CONTROLADORIA PARA NEGÓCIOS EMPRESARIAIS;163;DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC
13486010;CURSO DE ESPECIALIZAÇÃO EM GEOPROCESAMENTO E CARTOGRAFIA DIGITAL;142;DEPARTAMENTO DE GEOGRAFIA/CCHLA
2665390;CURSO DE ESPECIALIZAÇÃO EM GEOPROCESSAMENTO E CARTOGRAFIA DIGITAL;142;DEPARTAMENTO DE GEOGRAFIA/CCHLA
1152410;CURSO DE ESPECIALIZAÇÃO EM GEOPROCESSAMENTO E CARTOGRAFIA DIGITAL;142;DEPARTAMENTO DE GEOGRAFIA/CCHLA
5505370;CURSO DE ESPECIALIZAÇÃO EM GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE;115;DEPARTAMENTO DE ENGENHARIA PRODUÇÃO
899332;CURSO DE ESPECIALIZAÇÃO EM GESTÃO DE HOSPITAIS PÚBLICOS;202;DEPARTAMENTO DE SAÚDE COLETIVA
1384330;CURSO DE ESPECIALIZAÇÃO EM GESTÃO DE HOSPITAIS PÚBLICOS;441;CENTRO DE CIÊNCIAS DA SAÚDE
2558520;Curso de Especialização em Gestão de Qualidade de Vida e Saúde no Trabalho;1618;COORD. DO PROGRAMA DE POS-GRAD. EM ADMINISTRACAO
129738043;CURSO DE ESPECIALIZAÇÃO EM GESTÃO EM SAÚDE / MODALIDADE À DISTÂNCIA - UAB;205;ESCOLA DE SAÚDE
2365305;CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESTRATÉGICA DE NEGÓCIOS;105;PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO
908980;CURSO DE ESPECIALIZAÇÃO EM GESTÃO ESTRATÉGICA EM MARKETING;161;DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
123432493;CURSO DE ESPECIALIZAÇÃO EM LIBRAS;7847;DEPARTAMENTO DE LETRAS - CERES
9299260;CURSO DE ESPECIALIZAÇÃO EM LÍNGUA PORTUGUESA E ENSINO - CELPE;138;DEPARTAMENTO DE LETRAS
2669130;CURSO DE ESPECIALIZAÇÃO EM LÍNGUA PORTUGUESA: LEITURA, PRODUÇÃO DE TEXTOS E GRAM;138;DEPARTAMENTO DE LETRAS
5405880;CURSO DE ESPECIALIZAÇÃO EM MATEMÁTICA DO ENSINO FUNDAMENTAL;120;DEPARTAMENTO DE MATEMÁTICA
4170990;CURSO DE ESPECIALIZAÇÃO EM ORTODONTIA E ORTOPEDIA FACIAL;195;DEPARTAMENTO DE ODONTOLOGIA
905860;CURSO DE ESPECIALIZAÇÃO EM PSICOPEDAGOGIA;143;DEPARTAMENTO DE PSICOLOGIA
20214620;CURSO DE ESPECIALIZAÇÃO EM QUALIDADE DE VIDA E SAÚDE NO TRABALHO;74;PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
912010;CURSO DE ESPECIALIZAÇÃO EM VIGILÂNCIA EPIDEMIOLÓGICA DAS DOENÇAS TRANSMISSÍVEIS;412;PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
120187299;CURSO DE ESPECIALIZAÇÃO TÉCNICA EM INSTRUMENTAÇÃO CIRÚRGICA;205;ESCOLA DE SAÚDE
2252975;CURSO DE ESPECILIZAÇÃO EM PERFORMANCE ORQUESTRAL EM REGÊNCIA E VIOLONCELO;284;ESCOLA DE MÚSICA
13085351;Curso de férias - Noções Básicas de Implantodontia;195;DEPARTAMENTO DE ODONTOLOGIA
2247254;CURSO DE FORMAÇÃO DE PROGRAMADORES DA METRÓPOLE DIGITAL;125;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
11521680;CURSO DE FORMAÇÃO INICIAL E CONTINUADA EM CANTO CORAL - PROEJA;284;ESCOLA DE MÚSICA
2818700;CURSO DE FORMAÇÃO INICIAL E CONTINUADA EM VIOLÃO POPULAR - PROEJA;284;ESCOLA DE MÚSICA
140211655;CURSO DE INICIAÇÃO ARTÍSTICA - CIART;284;ESCOLA DE MÚSICA
86980604;CURSO DE LÍNGUA ALEMÃ - BÁSICO;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86980718;CURSO DE LÍNGUA ALEMÃ PARA FINS ACADÊMICOS;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
112718836;CURSO DE LÍNGUA BRASILEIRA DE SINAIS (LIBRAS);6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
116158046;CURSO DE LÍNGUA E CULTURA HEBRAICA - BÁSICO;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86980317;CURSO DE LÍNGUA ESPANHOLA - BÁSICO;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86980325;CURSO DE LÍNGUA ESPANHOLA PARA FINS ACADÊMICOS;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86979859;CURSO DE LÍNGUA FRANCESA  BÁSICO;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
86979912;CURSO DE LÍNGUA FRANCESA PARA FINS ACADÊMICOS;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
119249870;CURSO DE LÍNGUA GREGA CLÁSSICA;6042;INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS
