"id_curso";"nome";"id_coordenador";"coordenador";"situacao_curso";"nivel_ensino";"grau_academico";"modalidade_educacao";"area_conhecimento";"tipo_oferta";"turno";"tipo_ciclo_formacao";"municipio";"campus";"id_unidade_responsavel";"unidade_responsavel";"website";"data_funcionamento";"codigo_inep";"dou";"portaria_reconhecimento";"convenio_academico"
"2000124";"FÍSICA";"5752237";"BRUNO LEONARDO CANTO MARTINS";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Generalista";"NATAL";"";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"";"1969/03/01 00:00:00.000";"99892";"2013/06/03 00:00:00.000";"Portaria nº 244/2013 - MEC";""
"2000041";"FÍSICA";"5759393";"LEONARDO DANTAS MACHADO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Generalista";"NATAL";"Campus Central";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"http://www.dfte.ufrn.br/";"1969/03/01 00:00:00.000";"12334";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"2000042";"FISIOTERAPIA";"5752176";"ADRIANA GOMES MAGALHAES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"Matutino e Vespertino";"Generalista";"NATAL";"Campus Central";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"";"1978/06/12 00:00:00.000";"12331";"2018/03/02 00:00:00.000";"Portaria Nº 133/2018 - MEC";""
"10345860";"FISIOTERAPIA";"5761572";"CATHARINNE ANGELICA CARVALHO DE FARIAS";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"";"Generalista";"SANTA CRUZ";"";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"http://prograd.ufrn.br/";"";"116752";"2018/03/02 00:00:00.000";"Portaria Nº 133/2018 - MEC";""
"89970992";"FISIOTERAPIA CARDIORRESPIRATORIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"2689633";"FISIOTERAPIA MATERNOINFANTIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"85898233";"FISIOTERAPIA TRAUMATO-ORTOPÉDICA E DESPORTIVA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"131773400";"FISIOTERAPIA TRAUMATO-ORTOPÉDICA E ESPORTIVA - TURMA 5";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"176643956";"FISIOTERAPIA TRAUMATO-ORTOPÉDICA E ESPORTIVA - TURMA 7";"5752154";"WOUBER HÉRICKSON DE BRITO VIEIRA";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"7386870";"fonoaudiologia";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"2828";"HUOL - DEPARTAMENTO DE CIRURGIA";"";"";"";"";"";""
"7410980";"FONOAUDIOLOGIA";"5761575";"PATRICIA DOMINGUEZ CAMPOS";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências da Saúde";"Regular";"";"Generalista";"NATAL";"";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"http://www.prograd.ufrn.br";"";"116764";"2018/03/02 00:00:00.000";"Portaria Nº 133/2018 - MEC";""
"89983484";"FORMAÇÃO DE ESTAGIÁRIOS DE LÍNGUA INGLESA";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"89983502";"FORMAÇÃO DE ESTAGIÁRIOS EM LÍNGUA ALEMÃ";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"89983497";"FORMAÇÃO DE ESTAGIÁRIOS EM LÍNGUA ESPANHOLA";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"89983491";"FORMAÇÃO DE ESTAGIÁRIOS EM LÍNGUA FRANCESA";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"89983505";"FORMAÇÃO DE ESTAGIÁRIOS EM LÍNGUA JAPONESA";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"89983500";"FORMAÇÃO DE ESTAGIÁRIOS EM LÍNGUA PORTUGUESA";"";"";"ATIVO";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"6042";"INSTITUTO ÁGORA - LÍNGUAS, LITERATURAS E CULTURAS ESTRANGEIRAS MODERNAS";"";"";"";"";"";""
"127903029";"FORMAÇÃO DE PROFESSORES DA ÁREA DA SAÚDE";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"";"";""
"16850590";"FRANCISCA SUELI MONTE";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"196";"DEPARTAMENTO DE FARMACIA";"";"";"";"";"";""
"117828098";"FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"165779587";"FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"148577263";"FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"166405055";"FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"148590813";"FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"182162639";"FUNDAMENTOS LINGUÍTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"182316245";"FUNDAMENTOS LINGUÍTICOS PARA O ENSINO DA LEITURA E DA ESCRITA";"5752278";"SULEMI FABIANO CAMPOS";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"2936390";"GEOFÍSICA";"5754285";"MILTON MORAIS XAVIER JUNIOR";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino e Vespertino";"Generalista";"NATAL";"";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"http://www.prograd.ufrn.br";"2008/02/18 00:00:00.000";"113096";"2018/11/26 00:00:00.000";"PORTARIA MEC Nº 823";""
"2000044";"GEOGRAFIA";"5763265";"ANTONIO RODRIGUES XIMENES NETO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Generalista";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"";"1974/03/11 00:00:00.000";"1083438";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"2671321";"GEOGRAFIA";"5754334";"EDU SILVESTRE DE ALBUQUERQUE";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências Humanas";"Regular";"Matutino, Vespertino e Noturno";"Generalista";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"2007/10/01 00:00:00.000";"111314";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 913/2018";""
"111635053";"GEOGRAFIA";"3029296";"PAULO CESAR DE ARAUJO";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino e Noturno";"Generalista";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1956/03/07 00:00:00.000";"312323";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"111635055";"GEOGRAFIA";"5761594";"DAVI DO VALE LOPES";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Generalista";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"";"1974/03/11 00:00:00.000";"12351";"2015/12/30 00:00:00.000";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000043";"GEOGRAFIA";"5751985";"MARCELO DOS SANTOS CHAVES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino e Noturno";"Generalista";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1956/03/07 00:00:00.000";"12323";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"2000045";"GEOLOGIA";"22730";"FRANCISCO OLIVEIRA DA SILVA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino e Vespertino";"Generalista";"NATAL";"Campus Central";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"http://www.ccet.ufrn.br/hp_geo/";"1976/06/12 00:00:00.000";"12336";"2017/08/07 00:00:00.000";"PORTARIA nº 847/2017 - MEC";""
"106263062";"GEOTECNIA-FUNDAÇÕES";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL E AMBIENTAL";"";"";"";"";"";""
"177131387";"GERONTOLOGIA";"23112";"GILSON DE VASCONCELOS TORRES";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"115231399";"GERONTOLOGIA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"201";"DEPARTAMENTO DE FISIOTERAPIA";"";"";"";"";"";""
"95652568";"GESTAO AMBIENTAL COSTEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"";"";"";"";"";""
"2513900";"GESTÃO AMBIENTAL URBANA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"142";"DEPARTAMENTO DE GEOGRAFIA/CCHLA";"";"";"";"";"";""
"2279476";" GESTÃO CONTÁBIL GOVERNAMENTAL";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"14026060";"GESTÃO DA TECNOLOGIA DA INFORMAÇÃO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"96726786";"GESTÃO DE COOPERATIVAS";"23198";"WASHINGTON JOSE DE SOUSA";"ATIVO";"GRADUAÇÃO";"TECNOLÓGICO";"Presencial";"Ciências Sociais Aplicadas";"Temporário";"";"Generalista";"NATAL";"";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"adelardo";"";"1259743";"2015/12/24 00:00:00.000";"Portaria nº 1033/2015 - DIREG/MEC";""
"156984071";"GESTÃO DE INOVAÇÃO JUDICIAL";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"156991186";"GESTÃO DE INOVAÇÃO JUDICIAL";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"156492636";"GESTÃO DE INOVAÇÃO JUDICIAL";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"156492495";"GESTÃO DE INOVAÇÃO JUDICIAL";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"182903730";"GESTÃO DE PESSOAS E INOVAÇÃO NA SEGURANÇA PÚBLICA";"5757853";"MARCOS FERNANDO MACHADO DE MEDEIROS";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"11612";"DEPARTAMENTO DE ADMINISTRAÇÃO PUBLICA E GESTÃO SOCIAL";"";"";"";"";"";""
"10426760";"GESTÃO DE POLÍTICAS PÚBLICAS";"5761071";"RAQUEL MARIA DA COSTA SILVEIRA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"";"Generalista";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://www.cchla.ufrn.br";"";"116928";"2013/11/20 00:00:00.000";"Portaria nº 603/2013 - MEC";""
"121196477";"GESTÃO DE PROCESSOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"121301194";"GESTÃO DE PROCESSOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"121608550";"GESTÃO DE PROCESSOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"121621462";"GESTÃO DE PROCESSOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"115153604";"GESTÃO DE PROCESSOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"130598383";"GESTÃO DINÂMICA DE PROJETOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"130644692";"GESTÃO DINÂMICA DE PROJETOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"126757910";"GESTÃO DO TRABALHO E DA EDUCAÇÃO NA SAÚDE";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"202";"DEPARTAMENTO DE SAÚDE COLETIVA";"";"";"";"";"";""
"3095921";"GESTÃO DO TRABALHO E DA EDUCAÇÃO NA SAÚDE.";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"202";"DEPARTAMENTO DE SAÚDE COLETIVA";"";"";"";"";"";""
"129707729";"GESTÃO EM SAÚDE";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"180970037";"GESTÃO ESCOLAR NA PERSPECTIVA DA EDUCAÇÃO ESPECIAL INCLUSIVA";"5756475";"KATIENE SYMONE DE BRITO PESSOA DA SILVA";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"30546";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO ESPECIAL";"";"";"";"";"";""
"178749418";"GESTÃO ESCOLAR NA PERSPECTIVA DA EDUCAÇÃO ESPECIAL INCLUSIVA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"";"";"";"";"";""
"98732711";"GESTÃO ESTRATÉGICA";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"120659688";"GESTÃO ESTRATÉGICA DE NEGÓCIOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"151328159";"GESTÃO ESTRATÉGICA DE PESSOAS";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"151215366";"GESTÃO ESTRATÉGICA DE PESSOAS";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"904142";"GESTÃO ESTRATÉGICA DE SISTEMAS DE INFORMAÇÃO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"63";"DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO";"";"";"";"";"";""
"14940010";"GESTÃO ESTRATÉGICA DE SISTEMAS DE INFORMAÇÃO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"63";"DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO";"";"";"";"";"";""
"84933830";"GESTÃO ESTRATÉGICA DO TURISMO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4295";"PROGRAMA DE PÓS-GRADUAÇÃO EM TURISMO";"";"";"";"";"";""
"2000159";"GESTÃO HOSPITALAR";"5756366";"PETALA TUANI CANDIDO DE OLIVEIRA SALVADOR";"ATIVO";"GRADUAÇÃO";"TECNOLÓGICO";"Presencial";"Ciências da Saúde";"Regular";"Matutino, Vespertino e Noturno";"Generalista";"NATAL";"Campus Central";"205";"ESCOLA DE SAÚDE";"";"2020/01/01 00:00:00.000";"1109331";"2018/03/02 00:00:00.000";"Portaria Nº 133/2018 - MEC";""
"139036600";"GESTÃO INTERNACIONAL DA TECNOLOGIA E DA INOVAÇÃO";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"167875361";"GESTÃO MUNICIPAL (N)";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"";"";""
"167875360";"GESTÃO MUNICIPAL (T)";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"";"";""
"167875323";"GESTÃO PARTICIPATIVA E CONTROLE SOCIAL (N)";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"";"";""
"167854642";"GESTÃO PARTICIPATIVA E CONTROLE SOCIAL (T)";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"1824";"INSTITUTO DE POLÍTICAS PÚBLICAS";"";"";"";"";"";""
"175758291";"GESTÃO PÚBLICA";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"168783720";"GESTÃO PÚBLICA E ESG";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"31011";"FACULDADE DE ENGENHARIA, LETRAS E CIÊNCIAS SOCIAIS DO SERIDÓ - FELCS";"";"";"";"";"";""
"177216087";"GESTÃO PÚBLICA MUNICIPAL";"5763461";"FRANCISCO IGO LEITE SOARES";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"31011";"FACULDADE DE ENGENHARIA, LETRAS E CIÊNCIAS SOCIAIS DO SERIDÓ - FELCS";"";"";"";"";"";""
"94304911";"GESTÃO PÚBLICA MUNICIPAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"132256356";"GGG";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"5205";"DEPARTAMENTO DE ENGENHARIA BIOMEDICA";"";"";"";"";"";""
"179849477";"GRUPO ESPERANÇA VIVA";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"98984072";"HIS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"111635060";"HISTÓRIA";"5757179";"PAULA REJANE FERNANDES";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Generalista";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"http://prograd.ufrn.br/";"1974/03/11 00:00:00.000";"12350";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"2000047";"HISTÓRIA";"5753244";"FABIO MAFRA BORGES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Generalista";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"http://prograd.ufrn.br/";"1974/03/11 00:00:00.000";"1083431";"2015/12/30 00:00:00.000";"Portaria nº 1098/2015 - DIREG/MEC";""
"2000046";"HISTÓRIA";"23213";"MARGARIDA MARIA DIAS DE OLIVEIRA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"Matutino e Noturno";"Generalista";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1957/03/07 00:00:00.000";"1113228";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"111635057";"HISTÓRIA";"22836";"HELDER DO NASCIMENTO VIANA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"Matutino e Noturno";"Generalista";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1957/03/07 00:00:00.000";"12324";"2018/12/28 00:00:00.000";"Portaria MEC/SERES Nº 922/2018";""
"50913238";"HISTÓRIA";"5757936";"MAGNO FRANCISCO DE JESUS SANTOS";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências Humanas";"Regular";"";"Generalista";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"1299294";"2017/12/22 00:00:00.000";"Art. 101 da Portaria Normativa N° 23/2017 - MEC - Proc. EMEC N° 201815303";""
"98907860";"HISTÓRIA DA ÁFRICA, DA CULTURA AFRO-BRASILEIRA E AFRICANA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"363";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO";"";"";"";"";"";""
"183809936";"HISTÓRIA E VIOLÊNCIA NAS SOCIEDADES CONTEMPORÂNEAS";"";"";"";"FORMAÇÃO COMPLEMENTAR";"";"Presencial";"";"";"";"";"NATAL";"";"30304";"INSTITUTO HUMANITAS DE ESTUDOS INTEGRADOS";"";"";"";"";"";""
"2794100";"I CURSO DE ESPECIALização em crianças e adolescentes: aspectos legais e sociais";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"8293230";"I CURSO DE ESPECIALIZAÇÃO EM DIREITO ADMINISTRATIVO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
"18284012";"I CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"16802810";"I Curso de Especialização em Terapia Cognitivo Comportamental";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"117810389";"II CEFLE- FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E ESCRITA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"89308464";"II EDIÇÃO - PÓS-GRADUAÇÃO EM MÚSICA: PRÁTICAS INTERPRETATIVAS DO SÉC. XX E XXI";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"151606964";"III CURSO DE ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA CONTÁBIL";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
