"id_curso";"nome";"id_coordenador";"coordenador";"situacao_curso";"nivel_ensino";"grau_academico";"modalidade_educacao";"area_conhecimento";"tipo_oferta";"turno";"tipo_ciclo_formacao";"municipio";"campus";"id_unidade_responsavel";"unidade_responsavel";"website";"data_funcionamento";"codigo_inep";"dou";"portaria_reconhecimento";"convenio_academico"
"135288404";"ENSINO DE MUSICA EM MULTIPLOS CONTEXTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"135294364";"ENSINO DE MUSICA EM MULTIPLOS CONTEXTOS";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"122072767";"ENSINO DE MÚSICA EM MÚLTIPLOS CONTEXTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"121636855";"ENSINO DE MÚSICA EM MÚLTIPLOS CONTEXTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7261";"PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA";"";"";"";"";"";""
"123354684";"ENSINO DE MÚSICA EM MÚLTIPLOS CONTEXTOS";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"103978381";"ENSINO FUNDAMENTAL";"";"";"ATIVO";"FUNDAMENTAL";"";"Presencial";"";"";"";"";"NATAL";"";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"";"";"";"";"";""
"1998296";"ENSINO INFANTIL";"";"";"ATIVO";"INFANTIL";"";"Presencial";"";"";"";"";"NATAL";"";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"";"";"";"";"";""
"89232622";"ENSINO MEDIO";"";"";"ATIVO";"MÉDIO";"";"Presencial";"";"";"";"";"MACAÍBA";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"24052787";"";"";""
"2628340";"Especializaão em Avaliação Psicológica";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"";"";"";""
"51277174";"ESPECIALIZAÇÃO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"159";"DEPARTAMENTO DE EDUCAÇÃO";"";"";"";"";"";""
"132080053";"ESPECIALIZAÇÃO EM AAA";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"234";"CERES - DEPARTAMENTO DE GEOGRAFIA";"";"";"";"";"";""
"126907290";"ESPECIALIZAÇÃO EM ADMINISTRAÇÃO HOTELEIRA, BARES E RESTAURANTES";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4295";"PROGRAMA DE PÓS-GRADUAÇÃO EM TURISMO";"";"";"";"";"";""
"137488470";"ESPECIALIZAÇÃO EM ADMINISTRAÇÃO PÚBLICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"137496442";"ESPECIALIZAÇÃO EM ADMINISTRAÇÃO PÚBLICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"115295700";"ESPECIALIZAÇÃO EM ADMINISTRAÇÃO PÚBLICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"143293289";"ESPECIALIZAÇÃO EM ADVOCACIA EMPRESARIAL";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"4881";"DEPARTAMENTO DE DIREITO - CERES";"";"";"";"";"";""
"170532537";"ESPECIALIZAÇÃO EM ALFABETIZAÇÃO E MULTILETRAMENTO NA ESCOLA DA(S) INFÂNCIA(S)";"2263697";"ADELE GUIMARAES UBARANA SANTOS";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"";"";"";"";"";""
"127791717";"ESPECIALIZAÇÃO EM ALFABETIZAÇÃO E NEUROCIÊNCIAS: INTERFACES NA EDUCAÇÃO INTEGRAL";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"106245618";"ESPECIALIZAÇÃO EM ALFABETIZAÇÃO E NEUROCIÊNCIAS: INTERFACES NA EDUCAÇÃO INTEGRAL";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"138139175";"ESPECIALIZAÇÃO EM ALFABETIZAÇÃO + NEUROCIÊNCIAS: INTERFACES NA EDUCAÇÃO INTEGRAL";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"171963293";"ESPECIALIZAÇÃO EM ALFABETIZAÇÃO + NEUROCIÊNCIAS NA EDUCAÇÃO INTEGRAL";"127199";"ANGELA MARIA CHUVAS NASCHOLD";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"163957655";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"106660409";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"130618653";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS E MEDICAMENTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"118076413";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS E MEDICAMENTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"97262498";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"131890753";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"4742984";"ESPECIALIZAÇÃO EM ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"";"";"";"";"";""
"163914345";"ESPECIALIZAÇÃO EM ANATOMIA, DISSECAÇÃO E PLASTINAÇÃO";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"177";"DEPARTAMENTO DE MORFOLOGIA";"";"";"";"";"";""
"126255120";"ESPECIALIZAÇÃO EM APRENDIZAGEM COLABORATIVA E INTERCULTURAL DE LÍNGUA PORTUGUESA POR SURDOS";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"";"";"";"";"";""
"124347948";"ESPECIALIZAÇÃO EM AROMATERAPIA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"115402519";"ESPECIALIZAÇÃO EM ARQUEOLOGIA DO NORDESTE BRASILEIRO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"141";"DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"95771235";"ESPECIALIZAÇÃO EM ARQUEOLOGIA DO NORDESTE BRASILEIRO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"141";"DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"96076672";"ESPECIALIZAÇÃO EM ARQUITETURA DE NUVEM";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"168972160";"ESPECIALIZAÇÃO EM ARTE PELOS SENTIDOS: AROMAS, PROCESSOS CRIATIVOS E TERAPÊUTICOS";"5755596";"PATRICIA GARCIA LEAL";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"3578460";"ESPECIALIZAÇÃO EM ARTETERAPIA E EDUCAÇÃO DO SER";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"363";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO";"";"";"";"";"";""
"4878604";"ESPECIALIZAÇÃO EM ARTETERAPIA E EDUCAÇÃO DO SER";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"363";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO";"";"";"";"";"";""
"114762632";"ESPECIALIZAÇÃO EM ATENÇÃO BÁSICA COM ÊNFASE NA ESTRATÉGIA SAÚDE DA FAMÍLIA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"101359674";"ESPECIALIZAÇÃO EM AUDIOLOGIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5610";"DEPARTAMENTO DE FONOAUDIOLOGIA";"";"";"";"";"";""
"165852759";"ESPECIALIZAÇÃO EM AUDITORIA DO SUS";"5756363";"ROSIRES MAGALI BEZERRA DE BARROS";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"173541499";"ESPECIALIZAÇÃO EM AUDITORIA DO SUS";"5756363";"ROSIRES MAGALI BEZERRA DE BARROS";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"129767318";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"149870604";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA";"";"";"ATIVO";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"97598424";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"130422199";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"151607054";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA CONTÁBIL";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"116474785";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLADORIA CONTÁBIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"9066";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"87272466";"ESPECIALIZAÇÃO EM AUDITORIA E CONTROLES";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"156794536";"ESPECIALIZAÇÃO EM AUDITORIA EM SAÚDE";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"127931091";"ESPECIALIZAÇÃO EM AUDITORIA EM SAÚDE";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"107259247";"ESPECIALIZAÇÃO EM AUDITORIA E PERÍCIA CONTÁBIL";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"395";"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"89558214";"ESPECIALIZAÇÃO EM AUDITORIA GOVERNAMENTAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"91384307";"ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"";"";"";"";"";""
"105643188";"ESPECIALIZAÇÃO EM AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"";"";"";"";"";""
"95740299";"ESPECIALIZAÇÃO EM BASES FISIOLÓGICAS PARA AVALIAÇÃO E PRESCRIÇÃO DE EXERCÍCIOS FÍSICOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"50659936";"ESPECIALIZAÇÃO EM BASES FISIOL PARA AVALIAÇÃO E PRESCRIÇÃO DE EXERCÍCIOS FÍSICOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"118173593";"ESPECIALIZAÇÃO EM BIG DATA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"105720615";"ESPECIALIZAÇÃO EM BIOLOGIA MOLECULAR APLICADA À SAÚDE HUMANA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"366";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS";"";"";"";"";"";""
"125323179";"ESPECIALIZAÇÃO EM BIOLOGIA MOLECULAR APLICADA À SAÚDE HUMANA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"366";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS";"";"";"";"";"";""
"133999743";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"133952812";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"133995445";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"134010679";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"133963580";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"133960235";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"133957713";"ESPECIALIZAÇÃO EM BIOMECÂNICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"95197392";"ESPECIALIZAÇÃO EM BIOTERISMO E EXPERIMENTAÇÃO COM ANIMAIS";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"192";"DEPARTAMENTO DE CIRURGIA";"";"";"";"";"";""
"171669500";"ESPECIALIZAÇÃO EM CIBERSEGURANÇA E GESTÃO DA INFORMAÇÃO";"5753665";"JOAO PAULO DE SOUZA MEDEIROS";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"9726";"DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA";"";"";"";"";"";""
"138156167";"ESPECIALIZAÇÃO EM CIÊNCIA DE DADOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"47";"DEPARTAMENTO DE ESTATISTICA";"";"";"";"";"";""
"98708953";"ESPECIALIZAÇÃO EM CIÊNCIAS ATUARIAIS E DEMOGRAFIA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5570";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA";"";"";"";"";"";""
"84903718";"ESPECIALIZAÇÃO EM CIÊNCIAS MORFOLÓGICAS APLICADAS A SAÚDE E AO AMBIENTE";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"177";"DEPARTAMENTO DE MORFOLOGIA";"";"";"";"";"";""
"115259542";"ESPECIALIZAÇÃO EM CINEMA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"99697792";"ESPECIALIZAÇÃO EM CINEMA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"141222876";"ESPECIALIZAÇÃO EM CITOLOGIA GINECOLÓGICA ONCÓTICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"30544";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS APLICADAS À SAÚDE DA MULHER";"";"";"";"";"";""
"173985910";"ESPECIALIZAÇÃO EM CITOLOGIA GINECOLÓGICA ONCÓTICA: DO DIAGNÓSTICO CITOLÓGICO AO RASTREIO MOLECULAR (DNA/HPV)";"5752472";"JANAINA CRISTIANA DE OLIVEIRA CRISPIM FREITAS";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"30544";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS APLICADAS À SAÚDE DA MULHER";"";"";"";"";"";""
"136737916";"ESPECIALIZAÇÃO EM COMPOSIÇÃO MUSICAL";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"90334354";"ESPECIALIZAÇÃO EM CONSCIÊNCIA CORPORAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"128388032";"ESPECIALIZAÇÃO EM CONSCIÊNCIA CORPORAL";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"166091734";"ESPECIALIZAÇÃO EM CONSCIÊNCIA CORPORAL, SAÚDE E QUALIDADE DE VIDA";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"147179803";"ESPECIALIZAÇÃO EM CONSCIÊNCIA CORPORAL, SAÚDE E QUALIDADE DE VIDA";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"154868710";"ESPECIALIZAÇÃO EM CONTABILIDADE, CONTROLADORIA E GESTÃO DE CUSTOS NO SETOR PÚBLICO";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"9066";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS";"";"";"";"";"";""
"164549360";"ESPECIALIZAÇÃO EM CONTABILIDADE E CONTROLADORIA";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"235";"CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS";"";"";"";"";"";""
"140931176";"ESPECIALIZAÇÃO EM CONTABILIDADE E GESTÃO EMPRESARIAL";"";"";"";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"85078961";"ESPECIALIZAÇÃO EM CONTROLADORIA GOVERNAMENTAL";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"92587939";"ESPECIALIZAÇÃO EM COORDENAÇÃO PEDAGÓGICA";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"363";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO";"";"";"";"";"";""
"17519780";"ESPECIALIZAÇÃO EM CORPO, SAÚDE E SOCIEDADE";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"5173860";"ESPECIALIZAÇÃO EM CRIANÇA E ADOLESCENTE: ASPECTOS LEGAIS E SOCIAIS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"121637007";"ESPECIALIZAÇÃO EM CUIDADOS E PRÁTICAS INTEGRATIVAS EM SAÚDE";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"205";"ESCOLA DE SAÚDE";"";"";"";"";"";""
"120050084";"ESPECIALIZAÇÃO EM DANÇA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"101023063";"ESPECIALIZAÇÃO EM DENTÍSTICA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"";"";""
"127547347";"ESPECIALIZAÇÃO EM DENTÍSTICA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"";"";""
"150984778";"ESPECIALIZAÇÃO EM DERMATOLOGIA EM ENFERMAGEM";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"134355614";"ESPECIALIZAÇÃO EM DERMATOLOGIA EM ENFERMAGEM";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"198";"DEPARTAMENTO DE ENFERMAGEM";"";"";"";"";"";""
"115769184";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE APLICAÇÕES PARA DISPOSITIVOS MÓVEIS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"100300443";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SISTEMAS UFRN";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"";"";"";"";"";""
"116365925";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO DE SOFTWARE";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"";"";"";"";"";""
"107751989";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"141073002";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"152574803";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS";"";"";"";"LATO SENSU";"";"Remoto";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"126860757";"ESPECIALIZAÇÃO EM DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6069";"INSTITUTO METROPOLE DIGITAL";"";"";"";"";"";""
"118720334";"ESPECIALIZAÇÃO EM DESIGN DE INOVAÇÃO";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"";"";"";"";"";""
"164504160";"ESPECIALIZAÇÃO EM DESIGN DE INTERIORES";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"6968";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN";"";"";"";"";"";""
"85075974";"ESPECIALIZAÇÃO EM DESIGN GRÁFICO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"139";"DEPARTAMENTO DE ARTES";"";"";"";"";"";""
"130606851";"ESPECIALIZAÇÃO EM DIREITO ADMINISTRATIVO";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
